date,Total Passengers,TotalTripDistance,AvgTripDistance,TotalFareAmount,AvgFareAmount,TotalTipAmount,TotalTotalAmount,AvgTotalAmount,TotalNoOfTrips
1/1/2015,660421,1034291.44,2.82,4236811.39,11.56,425376.65,5056737.13,13.8,"366391	"
1/2/2015,575299,799195.12,2.43,3518805.33,10.7,361008.52,4277279.2,13,"328934	"
1/3/2015,694001,951979.39,2.43,4124436.35,10.53,443548.23,4960264.26,12.66,"391714	"
1/4/2015,531441,840086.11,2.71,3426049.03,11.06,387573.21,4122610.88,13.31,"309846	"
1/5/2015,564583,826494.99,2.41,3618776.33,10.56,429035.71,4452699.47,12.99,"342840	"
1/6/2015,603433,831741.45,2.26,3893241.74,10.59,485024.52,4811082.11,13.09,"367676	"
1/7/2015,678840,920477.51,2.23,4293014.52,10.39,546306.58,5327208.29,12.9,"412994	"
1/8/2015,713531,961903.86,2.23,4552372.22,10.53,589446.17,5649825.07,13.07,"432281	"
1/9/2015,715002,975776.11,2.27,4637558.59,10.8,590287.58,5745582.74,13.39,"429234	"
1/10/2015,866240,1159592.58,2.32,5247816.47,10.49,641436.67,6393153.24,12.78,"500294	"
1/11/2015,684327,1013074.88,2.53,4272138.31,10.69,528256.48,5200739.01,13.01,"399699	"
1/12/2015,614222,852968.73,2.27,3965390.09,10.54,512027.99,4913612.66,13.06,"376215	"
1/13/2015,700922,948278.76,2.21,4549272.49,10.62,604312.4,5653423.44,13.2,"428339	"
1/14/2015,689103,953252.19,2.26,4498153.06,10.67,599465.32,5591299.67,13.26,"421609	"
1/15/2015,702490,992507.18,2.31,4687638.78,10.93,623242.9,5814121.2,13.55,"429014	"
1/16/2015,756684,1058117.73,2.32,4924599.82,10.8,630570.8,6097858.93,13.38,"455811	"
1/17/2015,804694,1097196.67,2.37,4893769.46,10.57,586000.86,5947292.34,12.85,"462896	"
1/18/2015,716548,1018327.42,2.47,4344644.48,10.55,523127.77,5279681.54,12.82,"411879	"
1/19/2015,538843,793504.04,2.47,3370508.26,10.48,419695.88,4101761.82,12.75,"321704	"
1/20/2015,627693,887050.3,2.3,4139567.48,10.72,546460.62,5138984.93,13.31,"386033	"
1/21/2015,672160,931461.58,2.26,4395109.64,10.65,597485.02,5477935.49,13.28,"412612	"
1/22/2015,703255,987974.1,2.29,4666805.91,10.83,637520.97,5814910.82,13.5,"430779	"
1/23/2015,748038,1040097.79,2.3,4946841.44,10.95,653380.72,6137129.92,13.58,"451870	"
1/24/2015,777532,1054159.08,2.35,4644410.61,10.36,589335.26,5686548.12,12.68,"448440	"
1/25/2015,661717,987611.01,2.54,4209054.95,10.82,532908.71,5133077.29,13.2,"388831	"
1/26/2015,358308,474867.55,2.16,2331907.81,10.6,294070.91,2843657.38,12.92,"220077	"
1/27/2015,228902,278131.02,2.08,1190943.17,8.91,159149.37,1528753.41,11.44,"133640	"
1/28/2015,592348,830905.61,2.29,3947470.57,10.88,528547.34,4905154.61,13.51,"362955	"
1/29/2015,672190,951868.56,2.31,4712743.59,11.42,634823.55,5832629.08,14.14,"412510	"
1/30/2015,767828,1057504.66,2.28,5126458.9,11.05,677706.84,6356590.79,13.7,"463966	"
1/31/2015,874472,1177981.57,2.33,5397861.71,10.66,687092.11,6594686.94,13.02,"506451	"
2/1/2015,698580,1038718.03,2.55,4391152.77,10.8,565993.75,5368137.58,13.2,"406663	"
2/2/2015,531646,732533.27,2.28,3406990.11,10.59,448556.98,4231587.59,13.16,"321598	"
2/3/2015,652685,920427.82,2.31,4559635.23,11.43,613387.1,5639899.06,14.14,"398903	"
2/4/2015,643886,904547.18,2.28,4555564.06,11.5,617568,5631084.14,14.22,"396011	"
2/5/2015,715623,993559.58,2.27,4874646.56,11.12,668761,6129960.94,13.98,"438331	"
2/6/2015,753411,1039347.38,2.28,5130677.67,11.25,681169.96,6350470.8,13.92,"456181	"
2/7/2015,815116,1127282.47,2.38,5133796.97,10.86,647421.03,6258820.52,13.24,"472781	"
2/8/2015,670649,1014928.79,2.59,4284156.49,10.92,545336.39,5225007.92,13.31,"392417	"
2/9/2015,591269,822494.51,2.26,3765407.4,10.33,509122.27,4705247.14,12.91,"364482	"
2/10/2015,656961,921658.88,2.28,4410814.23,10.9,606289.63,5492985.12,13.57,"404715	"
2/11/2015,693815,966929.79,2.27,4767770.21,11.19,658564.54,5924137.3,13.91,"426020	"
2/12/2015,720895,1019336.13,2.32,5029555.37,11.44,687550.92,6233801.91,14.17,"439801	"
2/13/2015,763820,1077025.67,2.34,5513737.78,11.97,716857.7,6766532.08,14.69,"460500	"
2/14/2015,845248,1186139.83,2.43,5527753.7,11.35,671033.52,6691528.45,13.74,"487142	"
2/15/2015,769703,1094350.55,2.47,4824816.02,10.87,581812.26,5852871.79,13.18,"443940	"
2/16/2015,656985,941507.63,2.42,4057619.99,10.41,507683.94,4943110.05,12.69,"389613	"
2/17/2015,622180,877601.65,2.35,4103590.61,10.99,540014.14,5088598.37,13.63,"373289	"
2/18/2015,684336,957807.67,2.31,4616356.92,11.11,611448.34,5715136.66,13.76,"415403	"
2/19/2015,749271,1041051.13,2.28,5034099.3,11.04,675396.72,6245633.35,13.7,"456017	"
2/20/2015,791403,1088947.86,2.28,5556039.41,11.64,687420.76,6807451.89,14.26,"477403	"
2/21/2015,764678,1050476.08,2.38,4909580.1,11.1,614495.07,5973588.42,13.51,"442298	"
2/22/2015,645836,997329.23,2.64,4232784.37,11.18,535886.56,5143624.68,13.59,"378443	"
2/23/2015,671045,959644.09,2.35,4447267.01,10.88,593769.89,5526002.96,13.52,"408805	"
2/24/2015,697800,969703.94,2.26,4836613.67,11.29,644674.17,6067691.24,14.16,"428547	"
2/25/2015,691608,977522.18,2.31,4737663.12,11.22,648090.48,5878942.59,13.92,"422325	"
2/26/2015,730598,1050113.03,2.34,5055086.81,11.28,693143.44,6274191.91,14,"448237	"
2/27/2015,770801,1091541.91,2.35,5281944.88,11.38,694100.33,6525143.76,14.05,"464258	"
2/28/2015,837034,1169402.12,2.41,5356766.92,11.06,664103.29,6511777.57,13.45,"484324	"
3/1/2015,629670,957522.77,2.6,4162731.33,11.32,518659.43,5603204.06,15.24,"367742	"
3/2/2015,589368,886526.27,2.44,4041729.84,11.13,532108.54,5003797.91,13.78,"363067	"
3/3/2015,613936,859802.02,2.27,4391856.79,11.61,584195.89,5407835.67,14.29,"378435	"
3/4/2015,675726,947418.77,2.29,4627660.58,11.18,633666.23,5743538.63,13.88,"413769	"
3/5/2015,584685,794130.04,2.25,3816147.37,10.79,513583.15,4741433.09,13.41,"353587	"
3/6/2015,701690,1010680.15,2.4,4999541.18,11.89,653772.31,6150450.48,14.62,"420646	"
3/7/2015,843475,1189005.36,2.44,5435178.42,11.16,672695.65,6603937.94,13.56,"486942	"
3/8/2015,669879,1030168.33,2.64,4508706.81,11.56,546696.54,5447512.62,13.96,"390141	"
3/9/2015,604255,878696.01,2.38,4142423.17,11.23,527567.18,5102717.47,13.83,"368896	"
3/10/2015,641004,907825.51,2.31,4529690,11.53,598694.84,5585159.79,14.22,"392842	"
3/11/2015,662831,953248.67,2.35,4623584.67,11.39,622932.12,5720538.81,14.09,"405933	"
3/12/2015,715719,1022464.58,2.34,4932914.83,11.31,665939.33,6113389.69,14.01,"436337	"
3/13/2015,754048,1071948.08,2.37,5111878.97,11.3,666748.47,6316826.21,13.96,"452374	"
3/14/2015,831191,1149743.08,2.4,5205351.45,10.85,647081.87,6339239.32,13.21,"479825	"
3/15/2015,683126,1029772.95,2.59,4433502.23,11.14,546374.47,5380765.57,13.52,"398007	"
3/16/2015,572947,857752.7,2.45,3905536.18,11.15,499879.96,4816038.93,13.75,"350363	"
3/17/2015,650512,923291.9,2.35,4372178.36,11.11,569032.42,5415654.53,13.76,"393479	"
3/18/2015,705789,1003057.52,2.33,4801116.29,11.17,640237.55,5946379.04,13.83,"429925	"
3/19/2015,699115,1001532.41,2.35,4828498.07,11.32,650217.53,5979089.96,14.02,"426382	"
3/20/2015,726314,1001155.8,2.29,4778634.74,10.95,627073.09,5922601.37,13.57,"436317	"
3/21/2015,777478,1100286.32,2.45,4961405.85,11.03,610110.35,6025869.29,13.4,"449688	"
3/22/2015,694015,1064420.1,2.63,5060651.61,12.5,562544.09,6035013.92,14.9,"404904	"
3/23/2015,599238,867242.84,2.37,3967102.32,10.84,519803.92,4917589.07,13.44,"365932	"
3/24/2015,637352,911052.88,2.33,4319195.2,11.05,579427.23,5356283.54,13.7,"390851	"
3/25/2015,661512,942260.28,2.33,4547517.81,11.24,614935.73,5640050.24,13.94,"404562	"
3/26/2015,662559,951662.83,2.35,4706128.07,11.64,629963.94,5807424.95,14.37,"404213	"
3/27/2015,730618,1051654.29,2.39,5019739.27,11.39,656607.82,6198878.8,14.07,"440640	"
3/28/2015,853971,1187551.03,2.41,5580928.33,11.32,670225.9,6753157.54,13.7,"493098	"
3/29/2015,690438,1049832.75,2.61,4587389.66,11.42,564854.27,5559229.93,13.84,"401578	"
3/30/2015,603132,882275.95,2.4,4136006.73,11.24,527039.02,5097305.67,13.85,"368113	"
3/31/2015,671763,943026.95,2.3,4680740.72,11.43,610154.13,5768969.22,14.09,"409416	"
4/1/2015,690066,978257.81,2.34,4776991.13,11.41,628426.04,5895155.29,14.08,"418682	"
4/2/2015,696448,997762.59,2.37,4963153.74,11.81,637689.22,6090674.3,14.49,"420248	"
4/3/2015,720525,1021265.56,2.41,4702807.77,11.12,579752.22,5784695.61,13.67,"423049	"
4/4/2015,752017,1046190.73,2.45,4649169.82,10.87,526345.3,5611173.78,13.12,"427708	"
4/5/2015,624805,971433.33,2.71,4029243.26,11.25,462563.43,4852025.71,13.55,"358184	"
4/6/2015,582520,858814.13,2.44,3873922.63,11.02,473275.99,4762965.79,13.54,"351684	"
4/7/2015,670298,930919.32,2.3,4446716.41,10.97,572823.54,5500265.62,13.57,"405442	"
4/8/2015,699198,980176.89,2.32,4752890.11,11.25,619627.53,5869333.12,13.89,"422654	"
4/9/2015,726370,1024103.01,2.34,4909295.63,11.22,647184.68,6070322.62,13.87,"437510	"
4/10/2015,747331,1058873.63,2.38,5004147.4,11.22,638774,6171405.86,13.84,"445828	"
4/11/2015,799212,1147652.53,2.5,5301040.83,11.57,637577.3,6407892.28,13.98,"458232	"
4/12/2015,663345,1044338.92,2.71,4456279.67,11.57,541102.01,6039493.06,15.68,"385249	"
4/13/2015,578086,865465.88,2.45,4106572,11.63,494958.26,5016912.42,14.21,"353100	"
4/14/2015,636709,922837.61,2.36,4391734.52,11.24,583260.15,5433499.5,13.91,"390713	"
4/15/2015,660290,965636.45,2.39,4703984.76,11.65,622664.64,5799652.27,14.36,"403859	"
4/16/2015,697705,1023814.83,2.4,4967967.4,11.64,665149.74,6136224,14.38,"426866	"
4/17/2015,739053,1066984.56,2.4,5164097.7,11.62,670651.95,6358610.48,14.31,"444454	"
4/18/2015,838086,1231182.98,2.55,5680405.33,11.74,692607.02,6862201.92,14.19,"483748	"
4/19/2015,722650,1134781.63,2.69,4875664.31,11.57,598480.6,5899373.72,14.01,"421232	"
4/20/2015,617431,874417.45,2.32,4187724.16,11.13,543338.57,5168497.89,13.73,"376419	"
4/21/2015,659568,957926.98,2.38,4598666.13,11.45,612119.7,5684582.23,14.15,"401784	"
4/22/2015,669136,966648.9,2.36,4749578.62,11.6,636236.44,5865910.3,14.32,"409621	"
4/23/2015,721602,1033475.48,2.36,5137093.4,11.73,683846.15,6334857.97,14.46,"438003	"
4/24/2015,747079,1063201.24,2.37,5288875.89,11.79,678641.64,6495985.46,14.48,"448477	"
4/25/2015,816070,1178180.35,2.49,5440184.79,11.52,661848.43,6582127.62,13.94,"472312	"
4/26/2015,681042,1081184.89,2.71,4672664.37,11.69,571703.26,5648963.28,14.14,"399604	"
4/27/2015,602008,892193.99,2.42,4077609.35,11.05,529192.26,5040938.72,13.66,"369017	"
4/28/2015,638508,923406.92,2.36,4426752.45,11.34,588488.93,5474013.44,14.02,"390534	"
4/29/2015,663858,954146.65,2.36,4732586.25,11.71,628365.89,5833914.75,14.44,"404076	"
4/30/2015,687261,1012029.52,2.41,4971562.71,11.84,665592.17,6132202.77,14.6,"419991	"
5/1/2015,729655,1050591.98,2.41,5139299.97,11.78,656585.01,6318943.8,14.49,"436190	"
5/2/2015,849241,1227222.05,2.5,5532579.05,11.28,668668.12,6698311.28,13.65,"490555	"
5/3/2015,701865,1117890.1,2.74,4696170.35,11.5,564561.04,5675991.65,13.89,"408502	"
5/4/2015,598183,888809.92,2.44,4159987.92,11.41,526578.84,5114489.8,14.03,"364455	"
5/5/2015,674671,969875.78,2.37,4638885.49,11.33,613721.47,5734858.43,14.01,"409484	"
5/6/2015,692026,997473.83,2.37,4843729.86,11.51,648179.78,5983678.08,14.22,"420680	"
5/7/2015,682831,999911.05,2.41,4925831.16,11.86,653538.5,6068071.7,14.61,"415306	"
5/8/2015,703734,1028462.28,2.43,4990532.07,11.77,641502.01,6133290.66,14.47,"423989	"
5/9/2015,781947,1134910.71,2.51,5138055.06,11.37,620309.47,6213088.77,13.75,"451844	"
5/10/2015,657810,1027664,2.69,4386465.62,11.49,519258.2,5290034.48,13.86,"381701	"
5/11/2015,609670,899143.19,2.44,4212934.93,11.41,541870.38,5187039.08,14.05,"369172	"
5/12/2015,656505,957668.8,2.39,4701967.17,11.74,619943.17,5791139.68,14.46,"400442	"
5/13/2015,679255,991043.03,2.4,4916563.53,11.92,653899.93,6055913.09,14.68,"412420	"
5/14/2015,682766,1016346.26,2.47,5091940.17,12.37,670754.11,6242119.74,15.16,"411670	"
5/15/2015,718511,1068607,2.49,5195131.93,12.1,662645.66,6369798.06,14.84,"429300	"
5/16/2015,798692,1180709.19,2.57,5521452.36,12.02,666614.72,6654989.11,14.49,"459380	"
5/17/2015,678451,1083236.27,2.74,4667896.18,11.8,561621.04,5628148.82,14.22,"395653	"
5/18/2015,622362,932900.12,2.46,4359815.51,11.52,553780.77,5358312.86,14.16,"378507	"
5/19/2015,667893,989179.58,2.43,4780942.55,11.77,625258.24,5881225.28,14.48,"406258	"
5/20/2015,687060,1012466.43,2.44,4940869.42,11.9,648845.4,6076568.01,14.63,"415274	"
5/21/2015,698524,1020798.48,2.43,5016153.47,11.92,658496.63,6167370.91,14.65,"420838	"
5/22/2015,665719,975926.94,2.47,4585733.85,11.6,567321.31,5618608.03,14.21,"395410	"
5/23/2015,648430,959265.31,2.61,4134685.24,11.24,457444.45,4965820.6,13.5,"367869	"
5/24/2015,569885,877953.63,2.73,3645617.58,11.34,392944.38,4364792.73,13.57,"321595	"
5/25/2015,485601,794050.01,2.84,3164267.42,11.3,368520.21,3813477.81,13.62,"280004	"
5/26/2015,598320,876488.47,2.42,4110282.16,11.33,519897.8,5056006.6,13.93,"362870	"
5/27/2015,649240,924155.55,2.34,4616943.74,11.7,598521.22,5676916.78,14.39,"394604	"
5/28/2015,671763,972500.35,2.38,4857102.94,11.91,638405.53,5972516.24,14.64,"407901	"
5/29/2015,697490,1014053.14,2.43,4932733.11,11.8,629153.94,6057211.53,14.5,"417868	"
5/30/2015,756128,1125466.51,2.58,5083532.69,11.66,611607.8,6137008.8,14.08,"435979	"
5/31/2015,600478,978929.43,2.8,4391528.28,12.56,528937.92,5276212.94,15.09,"349616	"
6/1/2015,616002,905952.1,2.41,4331948.94,11.53,560830.55,5334890.81,14.2,"375596	"
6/2/2015,649910,923869.59,2.33,4610573.01,11.63,617063.9,5690540.51,14.36,"396370	"
6/3/2015,661961,954908.78,2.37,4724736.39,11.74,626384.6,5821641.58,14.46,"402579	"
6/4/2015,693139,1011240.74,2.41,5009244.23,11.94,656392.04,6158482.5,14.68,"419622	"
6/5/2015,714319,1034718,2.43,5041913.71,11.82,644198.58,6189441.31,14.51,"426609	"
6/6/2015,756588,1110580.76,2.56,4962622.47,11.42,591504.02,5995906.83,13.8,"434472	"
6/7/2015,658654,1070287.45,2.81,4558362.88,11.97,549709.41,5495544.16,14.43,"380727	"
6/8/2015,606673,892655.09,2.44,4178752.49,11.41,533872.6,5145731.41,14.05,"366299	"
6/9/2015,637295,910619.54,2.35,4476119.64,11.56,589378.43,5516225.78,14.25,"387056	"
6/10/2015,662238,958474,2.39,4713567.04,11.75,624978.68,5810009.81,14.48,"401228	"
6/11/2015,688481,988303.88,2.38,4934960.11,11.87,657077.46,6079702.71,14.63,"415674	"
6/12/2015,703962,1011841.28,2.41,4917293.27,11.72,627924.29,6043705.37,14.4,"419729	"
6/13/2015,721194,1056965.19,2.56,4742079.39,11.47,558033.44,5720312.45,13.84,"413404	"
6/14/2015,626353,980727.37,2.72,4176924.28,11.59,498787.49,5047173.88,14,"360501	"
6/15/2015,577031,853190.46,2.43,3974107.99,11.33,512821.56,4897215.8,13.97,"350619	"
6/16/2015,620204,899552.51,2.38,4360931.82,11.54,582438.12,5385608.25,14.25,"377893	"
6/17/2015,663051,966882.88,2.41,4732577.86,11.78,632610.85,5838173.12,14.53,"401851	"
6/18/2015,666126,975524.78,2.41,4724096.96,11.67,634456.85,5833561.46,14.41,"404719	"
6/19/2015,691552,1006774.47,2.44,4766776.79,11.56,611279,5867481.27,14.23,"412468	"
6/20/2015,693927,1020560.15,2.55,4546822.2,11.38,543150.99,5502484.77,13.77,"399571	"
6/21/2015,602126,953306.39,2.75,3990170.87,11.52,473766.27,4814792.65,13.9,"346474	"
6/22/2015,580381,859824.5,2.45,3950794.91,11.28,500671.34,4864521.52,13.89,"350292	"
6/23/2015,635285,896978.95,2.32,4380500.6,11.35,578521.76,5410665.08,14.02,"386035	"
6/24/2015,641556,929502.47,2.4,4565416.83,11.77,600215.42,5620144.78,14.49,"387898	"
6/25/2015,655694,960299.24,2.43,4736283.96,11.96,621942.94,5822543.07,14.71,"395907	"
6/26/2015,675608,984855.03,2.45,5091559.39,12.64,606830.28,6175834.05,15.33,"402797	"
6/27/2015,751922,1062481.13,2.48,5088470.12,11.86,595546.6,6123370.45,14.27,"429207	"
6/28/2015,567925,886868.09,2.71,3937647.73,12.02,474895.11,4747446.09,14.5,"327512	"
6/29/2015,561736,837290.74,2.47,3874016.99,11.45,486342.5,4757909.98,14.06,"338350	"
6/30/2015,587165,841939.87,2.37,4073779.53,11.46,530183.18,5020656.35,14.12,"355494	"
