date,TotalFareAmount,TotalTipAmount
2/9/2015 13:00,167252.69,20825.02
2/9/2015 14:00,180302.24,22313.35
2/9/2015 15:00,184948.64,22417.79
2/9/2015 16:00,165694.84,21913.99
2/9/2015 17:00,204845.93,28365.41
2/9/2015 18:00,251798.88,36921.54
2/9/2015 19:00,247330.44,37564.18
2/9/2015 20:00,246395.81,37299.66
2/9/2015 21:00,241576.66,36872.1
2/9/2015 22:00,206884.06,31126.31
2/9/2015 23:00,157264.08,22739.39
2/10/2015 0:00,95258.05,12753.41
2/10/2015 1:00,54491.5,7137.24
2/10/2015 2:00,38146.1,4391.16
2/10/2015 3:00,26768.02,2945.78
2/10/2015 4:00,26926.05,2371.25
2/10/2015 5:00,43761.23,5385.36
2/10/2015 6:00,113414.82,14420.93
2/10/2015 7:00,210787.15,27635.43
2/10/2015 8:00,254911.56,35692.92
2/10/2015 9:00,240592.83,32628.68
2/10/2015 10:00,215226.64,27936.07
2/10/2015 11:00,208504.4,26173.28
2/10/2015 12:00,209341.71,26514.04
2/10/2015 13:00,202095.78,25208.77
2/10/2015 14:00,214190.71,26428.5
2/10/2015 15:00,206593.26,25750.1
2/10/2015 16:00,173874.8,23014.38
2/10/2015 17:00,225846.2,31605.84
2/10/2015 18:00,288088.19,41513.74
2/10/2015 19:00,288402.77,42880.24
2/10/2015 20:00,289309.42,44052.21
2/10/2015 21:00,302443.43,46243.22
2/10/2015 22:00,274712.62,42683.1
2/10/2015 23:00,207126.99,30923.98
2/11/2015 0:00,130201.52,18467.86
2/11/2015 1:00,72780.56,9594.4
2/11/2015 2:00,48825.29,5831.36
2/11/2015 3:00,32488.1,3498.39
2/11/2015 4:00,30408.1,2913.77
2/11/2015 5:00,43932.81,5561.58
2/11/2015 6:00,114602.52,14567.14
2/11/2015 7:00,222976.76,30251.7
2/11/2015 8:00,265322.34,37139.1
2/11/2015 9:00,255087.32,35823.81
2/11/2015 10:00,223323.76,29789.38
2/11/2015 11:00,225914.94,29594.09
2/11/2015 12:00,236667.6,29753.83
2/11/2015 13:00,219596.69,27658.97
2/11/2015 14:00,238038.7,29768.28
2/11/2015 15:00,227887.5,28444.95
2/11/2015 16:00,180346.07,23922.12
2/11/2015 17:00,232514.23,31720.44
2/11/2015 18:00,293537.94,42168.49
2/11/2015 19:00,310130.76,45479.65
2/11/2015 20:00,308017.39,46463.37
2/11/2015 21:00,317131.05,48371.76
2/11/2015 22:00,298973.93,46058.2
2/11/2015 23:00,239064.33,35721.9
2/12/2015 0:00,155337.62,21739.76
2/12/2015 1:00,91941.65,11942.16
2/12/2015 2:00,59897.13,7147.54
2/12/2015 3:00,39968.24,4327.06
2/12/2015 4:00,36535.11,3684.4
2/12/2015 5:00,43878.63,5568.41
2/12/2015 6:00,113656.67,14698.2
2/12/2015 7:00,219546.21,29547.58
2/12/2015 8:00,272820.18,38371.16
2/12/2015 9:00,256996.46,36308.67
2/12/2015 10:00,225315.43,29879.72
2/12/2015 11:00,231678.52,30450.77
2/12/2015 12:00,235622.57,30489.17
2/12/2015 13:00,225527.9,28935.36
2/12/2015 14:00,244429.84,31362.4
2/12/2015 15:00,228965.24,28198.57
2/12/2015 16:00,180082.11,23659.87
2/12/2015 17:00,239041.41,32566.52
2/12/2015 18:00,301912.65,42160.72
2/12/2015 19:00,323828.76,46762.46
2/12/2015 20:00,326313.9,46965.24
2/12/2015 21:00,338403.68,49470.93
2/12/2015 22:00,333089.41,48739.04
2/12/2015 23:00,304766.05,44575.21
2/13/2015 0:00,242737.43,33147.94
2/13/2015 1:00,156149.22,20345.83
2/13/2015 2:00,99799.86,12334.1
2/13/2015 3:00,74709.9,8148.73
2/13/2015 4:00,57213.34,5791.42
2/13/2015 5:00,56815.14,6915.33
2/13/2015 6:00,124395.31,15938.75
2/13/2015 7:00,226705.44,30033.98
2/13/2015 8:00,273113.19,37891.56
2/13/2015 9:00,273077.08,37372.58
2/13/2015 10:00,253471.35,33219.59
2/13/2015 11:00,260160.07,32876.5
2/13/2015 12:00,255392.99,31880.97
2/13/2015 13:00,249639.57,31037.53
2/13/2015 14:00,264163.38,32489.31
2/13/2015 15:00,233866.88,27775.23
2/13/2015 16:00,184644.63,22992.53
2/13/2015 17:00,240092.04,31095.86
2/13/2015 18:00,304420.25,40200.34
2/13/2015 19:00,334005.15,46178.51
2/13/2015 20:00,337947.62,45562.03
2/13/2015 21:00,333469.71,43944.38
2/13/2015 22:00,337350.26,44992.63
2/13/2015 23:00,340397.97,44692.07
2/14/2015 0:00,325470.35,42747.28
2/14/2015 1:00,285642.95,36879.59
2/14/2015 2:00,234902.52,30749.1
2/14/2015 3:00,189877.74,21921.79
2/14/2015 4:00,129304.83,13032.02
2/14/2015 5:00,62100.05,5894.96
2/14/2015 6:00,65480.99,7269.96
2/14/2015 7:00,81071.13,9875.96
2/14/2015 8:00,121313.83,15121.67
2/14/2015 9:00,169772.56,20826.93
2/14/2015 10:00,200598.33,24673.22
2/14/2015 11:00,236349.83,28825.26
2/14/2015 12:00,255336.94,30629.36
2/14/2015 13:00,274643.04,32886.39
2/14/2015 14:00,270878.64,31838.74
2/14/2015 15:00,265485.48,30613.37
2/14/2015 16:00,228736.12,26421.57
2/14/2015 17:00,256763.63,30060.93
2/14/2015 18:00,311984.57,37463.96
2/14/2015 19:00,332274,40203.08
2/14/2015 20:00,299475.62,38021.81
2/14/2015 21:00,288771.83,35905.42
2/14/2015 22:00,313606.02,39003.91
2/14/2015 23:00,327912.7,40167.24
2/15/2015 0:00,300741.14,37303.94
2/15/2015 1:00,267889.31,33132.48
2/15/2015 2:00,235194.79,28866.75
2/15/2015 3:00,199067.21,23925.15
2/15/2015 4:00,132959.81,13400.27
2/15/2015 5:00,59436.26,5302.03
2/15/2015 6:00,48600.83,4604.19
2/15/2015 7:00,54452.5,5797.35
2/15/2015 8:00,84322.87,10030.54
2/15/2015 9:00,122982.99,14622.51
2/15/2015 10:00,169962.41,20417.56
2/15/2015 11:00,213293.01,26085.2
2/15/2015 12:00,243492.04,29844.53
2/15/2015 13:00,257850.59,31481.04
2/15/2015 14:00,256475.22,30228.42
2/15/2015 15:00,244204.88,28446.94
2/15/2015 16:00,231959.29,27205.61
2/15/2015 17:00,246274.95,29018.67
2/15/2015 18:00,276975.83,33215.69
2/15/2015 19:00,270432.5,33682.6
2/15/2015 20:00,234610.69,29959.78
2/15/2015 21:00,226496.13,29080.51
2/15/2015 22:00,227851.57,28679.78
2/15/2015 23:00,219289.2,27480.72
2/16/2015 0:00,170464.55,21034.51
2/16/2015 1:00,116680.53,14112.89
2/16/2015 2:00,83721.47,9870.11
2/16/2015 3:00,62587.62,6857.41
2/16/2015 4:00,53798.6,4966.1
2/16/2015 5:00,46872.61,5194.4
2/16/2015 6:00,71121.68,8051.23
2/16/2015 7:00,93142.4,11969.46
2/16/2015 8:00,148947.37,19742.37
2/16/2015 9:00,169977.43,22164.36
2/16/2015 10:00,185632.81,22701.39
2/16/2015 11:00,204066.35,22627.62
2/16/2015 12:00,227411.75,27812.4
2/16/2015 13:00,215507.83,25485.65
2/16/2015 14:00,224638.04,26601.79
2/16/2015 15:00,225267.82,25358.46
2/16/2015 16:00,203958.05,25266.87
2/16/2015 17:00,227393.33,28942.04
2/16/2015 18:00,262408.33,34595.02
2/16/2015 19:00,248624.61,33318.21
2/16/2015 20:00,218202.7,29820.92
2/16/2015 21:00,211941.36,29723.2
2/16/2015 22:00,208747.72,28507.32
2/16/2015 23:00,176505.03,22960.21
2/17/2015 0:00,118357.98,15066.72
2/17/2015 1:00,74632.1,9035.84
2/17/2015 2:00,48128.17,5426.69
2/17/2015 3:00,29957.31,2959.87
2/17/2015 4:00,26826.74,2834.68
2/17/2015 5:00,38150.44,4712.1
2/17/2015 6:00,86154.62,10645.39
2/17/2015 7:00,145146.83,18898.39
2/17/2015 8:00,197836.16,26676.16
2/17/2015 9:00,213281.31,27566.51
2/17/2015 10:00,199008.5,24479.33
2/17/2015 11:00,196632.17,23850.55
2/17/2015 12:00,202267.54,23984.4
2/17/2015 13:00,193343.14,23521.53
2/17/2015 14:00,203832.36,23864.76
2/17/2015 15:00,197447.07,23326.36
2/17/2015 16:00,168139.12,20751.25
2/17/2015 17:00,213800.1,28240.16
2/17/2015 18:00,272876.73,37322.05
2/17/2015 19:00,268989.58,39154.81
2/17/2015 20:00,275187.12,40570.84
2/17/2015 21:00,275386.87,41180.3
2/17/2015 22:00,252346.28,36934.01
2/17/2015 23:00,205862.37,29011.44
2/18/2015 0:00,136817.22,18610.3
2/18/2015 1:00,84450.05,10565.51
2/18/2015 2:00,54919.88,6450.75
2/18/2015 3:00,35385.3,3777.99
2/18/2015 4:00,34395.4,3465.49
2/18/2015 5:00,41977.38,5148.87
2/18/2015 6:00,106129.54,13454.38
2/18/2015 7:00,197093.61,26186.66
2/18/2015 8:00,249435.7,34285.17
2/18/2015 9:00,241144.59,32522.88
2/18/2015 10:00,216852.42,27592.34
2/18/2015 11:00,222376.11,26619.74
2/18/2015 12:00,229914.05,27486.25
2/18/2015 13:00,230183.48,26136.27
2/18/2015 14:00,226582.71,27048.85
2/18/2015 15:00,220029.44,25589.1
2/18/2015 16:00,177236.68,21589.56
2/18/2015 17:00,216529.5,28163.9
2/18/2015 18:00,276602.77,38311.86
2/18/2015 19:00,299791.42,42925.59
2/18/2015 20:00,290810.92,42823.54
2/18/2015 21:00,302182.53,45383.56
2/18/2015 22:00,287961.57,42721.69
2/18/2015 23:00,237554.65,34588.09
2/19/2015 0:00,154252.04,21158.92
2/19/2015 1:00,95185.05,12011.07
2/19/2015 2:00,61089.3,7214.22
2/19/2015 3:00,42519.66,4246.57
2/19/2015 4:00,32591.75,3267.07
2/19/2015 5:00,46071.05,5741
2/19/2015 6:00,108831.3,14072.67
2/19/2015 7:00,205727.39,27861.29
2/19/2015 8:00,266153.74,37360.09
2/19/2015 9:00,254689.21,34590.51
2/19/2015 10:00,239763.54,30162.09
2/19/2015 11:00,243090.33,30066.4
2/19/2015 12:00,246532.37,29877.83
2/19/2015 13:00,237143.14,28971.62
2/19/2015 14:00,242292.82,29628.79
2/19/2015 15:00,231828.63,27660.04
2/19/2015 16:00,186636.97,23320.98
2/19/2015 17:00,238517.11,31936.4
2/19/2015 18:00,302860.13,41992.8
2/19/2015 19:00,312557.93,45602.15
2/19/2015 20:00,329548.8,48456.84
2/19/2015 21:00,336130.32,50022.99
2/19/2015 22:00,333311.97,49119.42
2/19/2015 23:00,286774.75,41054.96
2/20/2015 0:00,206477.6,28445.85
2/20/2015 1:00,124950.91,16371.46
2/20/2015 2:00,80115.45,9751.88
2/20/2015 3:00,57307.8,6415.58
2/20/2015 4:00,45549.25,4548.12
2/20/2015 5:00,52293.77,6094.18
2/20/2015 6:00,114688.51,14654.94
2/20/2015 7:00,217190.84,29402.32
2/20/2015 8:00,272341.37,38193.61
2/20/2015 9:00,262827.37,35944.17
2/20/2015 10:00,236324.98,29858.22
2/20/2015 11:00,239350.11,29035.71
2/20/2015 12:00,237389.02,28607.97
2/20/2015 13:00,228024.15,27492.03
2/20/2015 14:00,246577.94,29710.63
2/20/2015 15:00,232387.86,26792.11
2/20/2015 16:00,185654.2,23213.02
2/20/2015 17:00,242901.88,31995.61
2/20/2015 18:00,316672.42,43488.39
2/20/2015 19:00,334445.78,47142.71
2/20/2015 20:00,325470.82,45906.67
2/20/2015 21:00,314273.35,43456.29
2/20/2015 22:00,333997.55,45708.74
2/20/2015 23:00,648826.48,45190.55
2/21/2015 0:00,310375.18,42348.03
2/21/2015 1:00,251572.46,34267.55
2/21/2015 2:00,204665.64,27455.39
2/21/2015 3:00,159228.95,20054.96
2/21/2015 4:00,102205.42,11164.51
2/21/2015 5:00,51483.15,5024.02
2/21/2015 6:00,61076.02,6706.66
2/21/2015 7:00,71649.35,8441.08
2/21/2015 8:00,106547.57,12843.1
2/21/2015 9:00,154657.15,19198.71
2/21/2015 10:00,193001.9,23508.98
2/21/2015 11:00,226816.84,27513.32
2/21/2015 12:00,245415.31,30219.98
2/21/2015 13:00,274886.24,32916.15
2/21/2015 14:00,267813.33,31311.84
2/21/2015 15:00,225909.36,26702.17
2/21/2015 16:00,183574.83,21257.05
2/21/2015 17:00,212236.95,25140.38
2/21/2015 18:00,265575.07,32925.69
2/21/2015 19:00,280578.14,35944.63
2/21/2015 20:00,250870.83,33650.76
2/21/2015 21:00,253102.83,33179.66
2/21/2015 22:00,269776.76,35172.6
2/21/2015 23:00,286560.82,37547.85
2/22/2015 0:00,271401.79,36104.66
2/22/2015 1:00,244443.01,33150.04
2/22/2015 2:00,217226.84,29563.53
2/22/2015 3:00,177635.43,22007.31
2/22/2015 4:00,110902.1,12096.51
2/22/2015 5:00,51898,4905.25
2/22/2015 6:00,51875.3,5558.29
2/22/2015 7:00,63144.99,6706.49
2/22/2015 8:00,90707.61,10710.54
2/22/2015 9:00,123247.57,15263.48
2/22/2015 10:00,174095.32,21378.23
2/22/2015 11:00,211042.05,26649.87
2/22/2015 12:00,230085.34,29049.12
2/22/2015 13:00,226885.28,28408.58
2/22/2015 14:00,227823.21,27799.62
2/22/2015 15:00,214724.26,26388.59
2/22/2015 16:00,200358.44,24403.56
2/22/2015 17:00,220930.84,28011.42
2/22/2015 18:00,252559.09,32755.41
2/22/2015 19:00,225030.96,29516.96
2/22/2015 20:00,171196.29,22652.34
2/22/2015 21:00,162382.76,21483.12
2/22/2015 22:00,172627.75,23157.15
2/22/2015 23:00,140560.14,18166.49
2/23/2015 0:00,171792.7,23653.51
2/23/2015 1:00,65096.13,7399.1
2/23/2015 2:00,41599.61,4323.35
2/23/2015 3:00,30770.61,2964.87
2/23/2015 4:00,28439.02,2720.15
2/23/2015 5:00,48444.55,6019.43
2/23/2015 6:00,112761.75,14338.35
2/23/2015 7:00,201792.46,26225.5
2/23/2015 8:00,247808.73,33443.19
2/23/2015 9:00,234163.31,30979.81
2/23/2015 10:00,200422.75,24918.03
2/23/2015 11:00,193307.69,23760.9
2/23/2015 12:00,202975.36,24580.82
2/23/2015 13:00,197765.84,23660.51
2/23/2015 14:00,220273.54,26514.06
2/23/2015 15:00,221737.82,26206.42
2/23/2015 16:00,196144.15,24941.43
2/23/2015 17:00,243927.04,33356.39
2/23/2015 18:00,301592.88,43416.69
2/23/2015 19:00,295001.23,43019.56
2/23/2015 20:00,283697.58,41975.52
2/23/2015 21:00,278706.25,42444.59
2/23/2015 22:00,252171.08,37935.36
2/23/2015 23:00,176874.93,24972.35
2/24/2015 0:00,118624.25,16013.93
2/24/2015 1:00,68103.98,8662.79
2/24/2015 2:00,41066.44,4925.29
2/24/2015 3:00,27490.1,2910.1
2/24/2015 4:00,24831.66,2488.11
2/24/2015 5:00,42589.3,5261.8
2/24/2015 6:00,123540.24,15718.76
2/24/2015 7:00,232359.69,30207.16
2/24/2015 8:00,385618.9,39087.37
2/24/2015 9:00,267078.77,35833.57
2/24/2015 10:00,235692.29,30456.41
2/24/2015 11:00,227887.22,28742.82
2/24/2015 12:00,232007.29,29278.97
2/24/2015 13:00,218159.02,26886.72
2/24/2015 14:00,238517.16,29939.13
2/24/2015 15:00,230093.1,28107.37
2/24/2015 16:00,185924.95,24280.03
2/24/2015 17:00,232979.75,31804.83
2/24/2015 18:00,293684.24,41931.9
2/24/2015 19:00,294798.77,44010.32
2/24/2015 20:00,300927.2,45447.88
2/24/2015 21:00,312448.98,47808.81
2/24/2015 22:00,284918.24,43129.03
2/24/2015 23:00,217272.13,31741.07
2/25/2015 0:00,142351.44,20098.37
2/25/2015 1:00,78461.22,10059.3
2/25/2015 2:00,50274.27,6373.99
2/25/2015 3:00,33383.41,3608.17
2/25/2015 4:00,29313.34,3052.66
2/25/2015 5:00,45823.4,5556.76
2/25/2015 6:00,114777.01,14723.78
2/25/2015 7:00,223702.28,29734.79
2/25/2015 8:00,268850.45,37643.18
2/25/2015 9:00,253458.22,34899.54
2/25/2015 10:00,224702.2,29267.11
2/25/2015 11:00,223600.12,28151.66
2/25/2015 12:00,231212.85,29013.85
2/25/2015 13:00,221943.22,28059.29
2/25/2015 14:00,240075.08,29848.39
2/25/2015 15:00,220121.44,27039.77
2/25/2015 16:00,175849.58,22880.23
2/25/2015 17:00,228001.09,31078.81
2/25/2015 18:00,285440.92,40256.9
2/25/2015 19:00,297744.11,43886.6
2/25/2015 20:00,297627.58,44462.26
2/25/2015 21:00,309683.46,47528.04
2/25/2015 22:00,300670.11,44881.89
2/25/2015 23:00,240596.32,35985.14
2/26/2015 0:00,161519.91,22579.32
2/26/2015 1:00,93159.17,12106.22
2/26/2015 2:00,58241.4,6996.08
2/26/2015 3:00,40314.42,4655.98
2/26/2015 4:00,34994.06,3545.77
2/26/2015 5:00,47482.17,5870.96
2/26/2015 6:00,118984.74,15267.6
2/26/2015 7:00,232796.2,31096.04
2/26/2015 8:00,281395.38,39481.19
2/26/2015 9:00,271080.02,38537.79
2/26/2015 10:00,230353.33,30285.13
2/26/2015 11:00,225877.49,29119.39
2/26/2015 12:00,235168.65,29716.39
2/26/2015 13:00,239920.41,30498.41
2/26/2015 14:00,246165.97,30853.69
2/26/2015 15:00,230351.24,27889.93
2/26/2015 16:00,180759.43,23944.16
2/26/2015 17:00,235296.15,32063.04
2/26/2015 18:00,296416.18,42276.7
2/26/2015 19:00,314519.43,46201.37
2/26/2015 20:00,326776.94,48358.07
2/26/2015 21:00,331637.67,49590.58
2/26/2015 22:00,327233.49,48836.23
2/26/2015 23:00,294642.96,43373.4
2/27/2015 0:00,207251.67,29030.17
2/27/2015 1:00,133827.96,18241.92
2/27/2015 2:00,85295.44,10579.47
2/27/2015 3:00,61326.85,6906.42
2/27/2015 4:00,47497.26,4854.13
2/27/2015 5:00,54332.41,6534.89
2/27/2015 6:00,119046.31,15179.44
2/27/2015 7:00,220863.86,29388.09
2/27/2015 8:00,270900.63,37263.33
2/27/2015 9:00,265152.05,35779.33
2/27/2015 10:00,228904.82,29205.35
2/27/2015 11:00,228144.62,28319.44
2/27/2015 12:00,234093.85,29364.97
2/27/2015 13:00,230309.73,28030.77
2/27/2015 14:00,248976.98,29363.52
2/27/2015 15:00,228822.31,27127.92
2/27/2015 16:00,186619.97,23034.97
2/27/2015 17:00,241644.97,31466.06
2/27/2015 18:00,303503.48,41655.45
2/27/2015 19:00,334891.32,46703.73
2/27/2015 20:00,325229.11,45483.63
2/27/2015 21:00,322625.56,44370.47
2/27/2015 22:00,347354.57,47730.62
2/27/2015 23:00,355329.15,48486.24
2/28/2015 0:00,322493.39,43783.34
2/28/2015 1:00,269333.45,36652.22
2/28/2015 2:00,220764.26,29400.73
2/28/2015 3:00,170238.44,21403.39
2/28/2015 4:00,110456.97,11873.73
2/28/2015 5:00,56199.45,5783.73
2/28/2015 6:00,61921.25,6542.45
2/28/2015 7:00,74491.15,8500.34
2/28/2015 8:00,115065.68,13620.16
2/28/2015 9:00,162048.84,19696.69
2/28/2015 10:00,196151.09,23954.43
2/28/2015 11:00,229525.51,28324.77
2/28/2015 12:00,250150.64,30431.32
2/28/2015 13:00,253376.51,30507.89
2/28/2015 14:00,246821.09,29364.92
2/28/2015 15:00,243624.33,28723.91
2/28/2015 16:00,216188.52,25232.94
2/28/2015 17:00,249219.5,29253.57
2/28/2015 18:00,314146.05,37613.83
2/28/2015 19:00,334805.84,41577.51
2/28/2015 20:00,292675.86,38005.42
2/28/2015 21:00,289792.86,37286.92
2/28/2015 22:00,326778.88,41455.05
2/28/2015 23:00,350497.36,45114.03